source_group,clean_name,occurrences,sample_raw_name,suggested_category,suggested_country_code,suggested_country_name,suggested_logo_url,match_reason,match_score,matched_id,matched_name,matched_country,matched_country_name,matched_categories,matched_website,override_category,override_country_code,override_logo_url,override_tvg_id,override_matched_name,override_matched_country,override_website,notes
United Kingdom,ITV4 PLUS 1,1,ITV4+1 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,JEWELLERYMAKER,1,JEWELLERYMAKER .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,KANSHI TV,1,KANSHI TV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,KERRANG!,1,KERRANG! .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,KHUSHKHABRI,1,KHUSHKHABRI .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,KICC TV,1,KICC TV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,KIDS,1,KIDS .b,Cocuk,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,KISS,1,KISS .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,LALIGA TV,1,LALIGA TV .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,LIVE 360,1,LIVE 360 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,LIVERPOOL FC,1,LIVERPOOL FC .b,Ulusal,GB,United Kingdom,,iptv-org-fuzzy,0.839,TalkLiverpool.uk,TalkLiverpool,UK,United Kingdom,general,https://www.liverpoollocal.tv/,,,,,,,,
United Kingdom,LIVERPOOL VS EVERTON,1,LIVERPOOL VS EVERTON .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,LONDON LIVE,1,LONDON LIVE .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
